Location,TimeFrame,DataFormat,Data,Fips
Coney Island,2008,Percent,0.19025,313
Flatbush/Midwood,2008,Percent,0.21552,314
Sheepshead Bay,2008,Percent,0.12333,315
Brownsville,2008,Percent,0.32567,316
East Flatbush,2008,Percent,0.13934,317
Canarsie,2008,Percent,0.12751,318
Astoria,2008,Percent,0.16424,401
Sunnyside/Woodside,2008,Percent,0.11446,402
Jackson Heights,2008,Percent,0.1802,403
Elmhurst/Corona,2008,Percent,0.17874,404
Ridgewood/Glendale,2008,Percent,0.11412,405
Rego Park/Forest Hills,2008,Percent,0.06746,406
Flushing,2008,Percent,0.12606,407
Fresh Meadows/Briarwood,2008,Percent,0.0804,408
Woodhaven,2008,Percent,0.11902,409
Howard Beach,2008,Percent,0.1184,410
Bayside,2008,Percent,0.06537,411
Jamaica/St. Albans,2008,Percent,0.12525,412
Queens Village,2008,Percent,0.07011,413
The Rockaways,2008,Percent,0.15223,414
St. George,2008,Percent,0.18787,501
South Beach,2008,Percent,0.07969,502
Tottenville,2008,Percent,0.02235,503
Bronx,2008,Percent,0.27565,36005
Brooklyn,2008,Percent,0.21132,36047
Manhattan,2008,Percent,0.16865,36061
Queens,2008,Percent,0.12146,36081
Staten Island,2008,Percent,0.09972,36085
New York City,2008,Percent,0.18233,3651000
Battery Park/Tribeca,2007,Percent,0.08612,101
Greenwich Village,2007,Percent,0.08612,102
Lower East Side,2007,Percent,0.27309,103
Chelsea/Clinton,2007,Percent,0.14717,104
Midtown Business District,2007,Percent,0.14717,105
Murray Hill/Stuyvesant,2007,Percent,0.0967,106
Upper West Side,2007,Percent,0.09929,107
Upper East Side,2007,Percent,0.04667,108
Manhattanville,2007,Percent,0.24011,109
Central Harlem,2007,Percent,0.29707,110
East Harlem,2007,Percent,0.27175,111
Washington Heights,2007,Percent,0.27189,112
Mott Haven,2007,Percent,0.40723,201
Hunts Point,2007,Percent,0.40723,202
Morrisania,2007,Percent,0.40904,203
Concourse/Highbridge,2007,Percent,0.36458,204
University Heights,2007,Percent,0.37982,205
East Tremont,2007,Percent,0.40904,206
Bedford Park,2007,Percent,0.29534,207
Riverdale,2007,Percent,0.15593,208
Unionport/Soundview,2007,Percent,0.24003,209
Throgs Neck,2007,Percent,0.08159,210
Pelham Parkway,2007,Percent,0.20129,211
Williamsbridge,2007,Percent,0.1301,212
Williamsburg/Greenpoint,2007,Percent,0.25096,301
Fort Greene/Brooklyn Hts,2007,Percent,0.21975,302
Bedford Stuyvesant,2007,Percent,0.36863,303
Bushwick,2007,Percent,0.31961,304
East New York,2007,Percent,0.27544,305
Park Slope,2007,Percent,0.1155,306
Sunset Park,2007,Percent,0.24283,307
Crown Heights North,2007,Percent,0.26365,308
Crown Heights South,2007,Percent,0.20917,309
Bay Ridge,2007,Percent,0.14091,310
Bensonhurst,2007,Percent,0.14461,311
Borough Park,2007,Percent,0.27158,312
Coney Island,2007,Percent,0.23809,313
Flatbush/Midwood,2007,Percent,0.21009,314
Sheepshead Bay,2007,Percent,0.17105,315
Brownsville,2007,Percent,0.35507,316
East Flatbush,2007,Percent,0.13369,317
Canarsie,2007,Percent,0.0911,318
Astoria,2007,Percent,0.16717,401
Sunnyside/Woodside,2007,Percent,0.1323,402
Jackson Heights,2007,Percent,0.15462,403
Elmhurst/Corona,2007,Percent,0.14334,404
Ridgewood/Glendale,2007,Percent,0.11638,405
Rego Park/Forest Hills,2007,Percent,0.0607,406
Flushing,2007,Percent,0.1137,407
Fresh Meadows/Briarwood,2007,Percent,0.12434,408
Woodhaven,2007,Percent,0.1188,409
Howard Beach,2007,Percent,0.10391,410
Bayside,2007,Percent,0.05358,411
Jamaica/St. Albans,2007,Percent,0.15829,412
Queens Village,2007,Percent,0.04857,413
The Rockaways,2007,Percent,0.17266,414
St. George,2007,Percent,0.16194,501
South Beach,2007,Percent,0.07634,502
Tottenville,2007,Percent,0.04595,503
Bronx,2007,Percent,0.27062,36005
Brooklyn,2007,Percent,0.21934,36047
Manhattan,2007,Percent,0.17642,36061
Queens,2007,Percent,0.12009,36081
Staten Island,2007,Percent,0.0977,36085
New York City,2007,Percent,0.18502,3651000
Battery Park/Tribeca,2006,Percent,0.11903,101
Greenwich Village,2006,Percent,0.11903,102
Lower East Side,2006,Percent,0.25078,103
Chelsea/Clinton,2006,Percent,0.13607,104
Midtown Business District,2006,Percent,0.13607,105
Murray Hill/Stuyvesant,2006,Percent,0.07202,106
Upper West Side,2006,Percent,0.0902,107
Upper East Side,2006,Percent,0.04819,108
Manhattanville,2006,Percent,0.27315,109
Central Harlem,2006,Percent,0.28675,110
East Harlem,2006,Percent,0.36893,111
Washington Heights,2006,Percent,0.2807,112
Mott Haven,2006,Percent,0.43242,201
Hunts Point,2006,Percent,0.43242,202
Morrisania,2006,Percent,0.43454,203
Concourse/Highbridge,2006,Percent,0.39331,204
University Heights,2006,Percent,0.41558,205
East Tremont,2006,Percent,0.43454,206
Bedford Park,2006,Percent,0.34183,207
Riverdale,2006,Percent,0.14983,208
Unionport/Soundview,2006,Percent,0.26202,209
Throgs Neck,2006,Percent,0.09936,210
Pelham Parkway,2006,Percent,0.17786,211
Williamsbridge,2006,Percent,0.14664,212
Williamsburg/Greenpoint,2006,Percent,0.35238,301
Fort Greene/Brooklyn Hts,2006,Percent,0.20405,302
Bedford Stuyvesant,2006,Percent,0.37712,303
Bushwick,2006,Percent,0.32926,304
East New York,2006,Percent,0.27778,305
Park Slope,2006,Percent,0.12049,306
Sunset Park,2006,Percent,0.20816,307
Crown Heights North,2006,Percent,0.2287,308
Crown Heights South,2006,Percent,0.22311,309
Bay Ridge,2006,Percent,0.13653,310
Bensonhurst,2006,Percent,0.17883,311
Borough Park,2006,Percent,0.2453,312
Coney Island,2006,Percent,0.22012,313
Flatbush/Midwood,2006,Percent,0.18121,314
Sheepshead Bay,2006,Percent,0.17704,315
Brownsville,2006,Percent,0.38685,316
East Flatbush,2006,Percent,0.19132,317
Canarsie,2006,Percent,0.10791,318
Astoria,2006,Percent,0.17182,401
Sunnyside/Woodside,2006,Percent,0.1811,402
Jackson Heights,2006,Percent,0.15671,403
Elmhurst/Corona,2006,Percent,0.18794,404
Ridgewood/Glendale,2006,Percent,0.1062,405
Rego Park/Forest Hills,2006,Percent,0.09455,406
Flushing,2006,Percent,0.10614,407
Fresh Meadows/Briarwood,2006,Percent,0.08056,408
Woodhaven,2006,Percent,0.14158,409
Howard Beach,2006,Percent,0.09594,410
Bayside,2006,Percent,0.05769,411
Jamaica/St. Albans,2006,Percent,0.10124,412
Queens Village,2006,Percent,0.05857,413
The Rockaways,2006,Percent,0.20333,414
St. George,2006,Percent,0.14964,501
South Beach,2006,Percent,0.08673,502
Tottenville,2006,Percent,0.04109,503
Bronx,2006,Percent,0.29062,36005
Brooklyn,2006,Percent,0.22594,36047
Manhattan,2006,Percent,0.18323,36061
Queens,2006,Percent,0.12194,36081
Staten Island,2006,Percent,0.09183,36085
New York City,2006,Percent,0.19171,3651000
Battery Park/Tribeca,2005,Percent,0.09203,101
Greenwich Village,2005,Percent,0.09203,102
Lower East Side,2005,Percent,0.27702,103
Chelsea/Clinton,2005,Percent,0.11583,104
Midtown Business District,2005,Percent,0.11583,105
Murray Hill/Stuyvesant,2005,Percent,0.0577,106
Upper West Side,2005,Percent,0.0932,107
Upper East Side,2005,Percent,0.06048,108
Manhattanville,2005,Percent,0.32527,109
Central Harlem,2005,Percent,0.35322,110
East Harlem,2005,Percent,0.29751,111
Washington Heights,2005,Percent,0.2499,112
Mott Haven,2005,Percent,0.52191,201
Hunts Point,2005,Percent,0.52191,202
Morrisania,2005,Percent,0.42565,203
Concourse/Highbridge,2005,Percent,0.35667,204
University Heights,2005,Percent,0.40904,205
East Tremont,2005,Percent,0.42565,206
Bedford Park,2005,Percent,0.27914,207
Riverdale,2005,Percent,0.1669,208
Unionport/Soundview,2005,Percent,0.23826,209
Throgs Neck,2005,Percent,0.10861,210
Pelham Parkway,2005,Percent,0.17492,211
Williamsbridge,2005,Percent,0.16681,212
Williamsburg/Greenpoint,2005,Percent,0.34153,301
Fort Greene/Brooklyn Hts,2005,Percent,0.18959,302
Bedford Stuyvesant,2005,Percent,0.2667,303
Bushwick,2005,Percent,0.34025,304
East New York,2005,Percent,0.2879,305
Park Slope,2005,Percent,0.11222,306
Sunset Park,2005,Percent,0.27902,307
Crown Heights North,2005,Percent,0.23151,308
Crown Heights South,2005,Percent,0.17662,309
Bay Ridge,2005,Percent,0.139,310
Bensonhurst,2005,Percent,0.20624,311
Borough Park,2005,Percent,0.28207,312
Coney Island,2005,Percent,0.2706,313
Flatbush/Midwood,2005,Percent,0.21126,314
Sheepshead Bay,2005,Percent,0.17358,315
Brownsville,2005,Percent,0.36895,316
East Flatbush,2005,Percent,0.12204,317
Canarsie,2005,Percent,0.09532,318
Astoria,2005,Percent,0.18347,401
Sunnyside/Woodside,2005,Percent,0.12731,402
Jackson Heights,2005,Percent,0.16147,403
Elmhurst/Corona,2005,Percent,0.1813,404
Ridgewood/Glendale,2005,Percent,0.13572,405
Rego Park/Forest Hills,2005,Percent,0.08838,406
Flushing,2005,Percent,0.09971,407
Fresh Meadows/Briarwood,2005,Percent,0.08044,408
Woodhaven,2005,Percent,0.1352,409
Howard Beach,2005,Percent,0.08402,410
Bayside,2005,Percent,0.05963,411
Jamaica/St. Albans,2005,Percent,0.10679,412
Queens Village,2005,Percent,0.05089,413
The Rockaways,2005,Percent,0.17176,414
St. George,2005,Percent,0.15501,501
South Beach,2005,Percent,0.12594,502
Tottenville,2005,Percent,0.04729,503
Bronx,2005,Percent,0.2922,36005
Brooklyn,2005,Percent,0.22357,36047
Manhattan,2005,Percent,0.17871,36061
Queens,2005,Percent,0.1194,36081
Staten Island,2005,Percent,0.10988,36085
New York City,2005,Percent,0.19066,3651000
Bronx,2012,Number,426381,36005
Bronx,2012,Percent,0.31026,36005
Brooklyn,2012,Number,619707,36047
Brooklyn,2012,Percent,0.24327,36047
Manhattan,2012,Number,279290,36061
Manhattan,2012,Percent,0.1778,36061
Queens,2012,Number,363869,36081
Queens,2012,Percent,0.1618,36081
Staten Island,2012,Number,54028,36085
Staten Island,2012,Percent,0.1161,36085
Riverdale,2012,Number,16917,208
Riverdale,2012,Percent,0.17081,208
Williamsbridge,2012,Number,30827,212
Williamsbridge,2012,Percent,0.2132,212
Throgs Neck,2012,Number,15691,210
Throgs Neck,2012,Percent,0.1349,210
Pelham Parkway,2012,Number,24435,211
Pelham Parkway,2012,Percent,0.18419,211
Morrisania,2012,Number,36902.46196,203
Morrisania,2012,Percent,0.46371,203
East Tremont,2012,Number,38524.53804,206
East Tremont,2012,Percent,0.46371,206
Bedford Park,2012,Number,38091,207
Bedford Park,2012,Percent,0.30062,207
University Heights,2012,Number,55134,205
University Heights,2012,Percent,0.42287,205
Concourse/Highbridge,2012,Number,49942,204
Concourse/Highbridge,2012,Percent,0.36964,204
Unionport/Soundview,2012,Number,51557,209
Unionport/Soundview,2012,Percent,0.28875,209
Mott Haven,2012,Number,43513.31835,201
Mott Haven,2012,Percent,0.46109,201
Hunts Point,2012,Number,24846.68165,202
Hunts Point,2012,Percent,0.46109,202
Washington Heights,2012,Number,52928,112
Washington Heights,2012,Percent,0.25288,112
Manhattanville,2012,Number,34202,109
Manhattanville,2012,Percent,0.29011,109
Central Harlem,2012,Number,37925,110
Central Harlem,2012,Percent,0.27527,110
East Harlem,2012,Number,37250,111
East Harlem,2012,Percent,0.31243,111
Upper East Side,2012,Number,16598,108
Upper East Side,2012,Percent,0.07638,108
Upper West Side,2012,Number,21811,107
Upper West Side,2012,Percent,0.1112,107
Chelsea/Clinton,2012,Number,10565.88795,104
Chelsea/Clinton,2012,Percent,0.11501,104
Midtown Business District,2012,Number,5288.11205,105
Midtown Business District,2012,Percent,0.11501,105
Murray Hill/Stuyvesant,2012,Number,12325,106
Murray Hill/Stuyvesant,2012,Percent,0.09074,106
Lower East Side,2012,Number,40107,103
Lower East Side,2012,Percent,0.25078,103
Battery Park/Tribeca,2012,Number,4155.55333,101
Battery Park/Tribeca,2012,Percent,0.07373,101
Greenwich Village,2012,Number,6134.44667,102
Greenwich Village,2012,Percent,0.07373,102
Tottenville,2012,Number,10623,503
Tottenville,2012,Percent,0.06529,503
South Beach,2012,Number,9456,502
South Beach,2012,Percent,0.07268,502
St. George,2012,Number,33949,501
St. George,2012,Percent,0.19674,501
Williamsburg/Greenpoint,2012,Number,46351,301
Williamsburg/Greenpoint,2012,Percent,0.31511,301
Bushwick,2012,Number,47645,304
Bushwick,2012,Percent,0.33372,304
Bedford Stuyvesant,2012,Number,42836,303
Bedford Stuyvesant,2012,Percent,0.31609,303
Fort Greene/Brooklyn Hts,2012,Number,28983,302
Fort Greene/Brooklyn Hts,2012,Percent,0.23224,302
Park Slope,2012,Number,11389,306
Park Slope,2012,Percent,0.105,306
Crown Heights North,2012,Number,32127,308
Crown Heights North,2012,Percent,0.2687,308
Brownsville,2012,Number,46500,316
Brownsville,2012,Percent,0.36366,316
East New York,2012,Number,48490,305
East New York,2012,Percent,0.30814,305
Canarsie,2012,Number,24657,318
Canarsie,2012,Percent,0.12123,318
East Flatbush,2012,Number,23982,317
East Flatbush,2012,Percent,0.17078,317
Crown Heights South,2012,Number,25830,309
Crown Heights South,2012,Percent,0.22922,309
Sunset Park,2012,Number,47117,307
Sunset Park,2012,Percent,0.31558,307
Bay Ridge,2012,Number,20948,310
Bay Ridge,2012,Percent,0.16491,310
Borough Park,2012,Number,52367,312
Borough Park,2012,Percent,0.3239,312
Flatbush/Midwood,2012,Number,27632,314
Flatbush/Midwood,2012,Percent,0.18728,314
Sheepshead Bay,2012,Number,28068,315
Sheepshead Bay,2012,Percent,0.18347,315
Bensonhurst,2012,Number,37341,311
Bensonhurst,2012,Percent,0.19752,311
Coney Island,2012,Number,27444,313
Coney Island,2012,Percent,0.27465,313
Astoria,2012,Number,26904,401
Astoria,2012,Percent,0.16348,401
Jackson Heights,2012,Number,43168,403
Jackson Heights,2012,Percent,0.24153,403
Flushing,2012,Number,36171,407
Flushing,2012,Percent,0.1464,407
Bayside,2012,Number,9086,411
Bayside,2012,Percent,0.07422,411
Queens Village,2012,Number,21251,413
Queens Village,2012,Percent,0.10871,413
Fresh Meadows/Briarwood,2012,Number,24502,408
Fresh Meadows/Briarwood,2012,Percent,0.16078,408
Elmhurst/Corona,2012,Number,34768,404
Elmhurst/Corona,2012,Percent,0.24826,404
Rego Park/Forest Hills,2012,Number,15308,406
Rego Park/Forest Hills,2012,Percent,0.13268,406
Sunnyside/Woodside,2012,Number,22300,402
Sunnyside/Woodside,2012,Percent,0.16026,402
Ridgewood/Glendale,2012,Number,23795,405
Ridgewood/Glendale,2012,Percent,0.14547,405
Woodhaven,2012,Number,23803,409
Woodhaven,2012,Percent,0.16125,409
Jamaica/St. Albans,2012,Number,40700,412
Jamaica/St. Albans,2012,Percent,0.18064,412
Howard Beach,2012,Number,19292,410
Howard Beach,2012,Percent,0.1451,410
The Rockaways,2012,Number,22821,414
The Rockaways,2012,Percent,0.1838,414
New York City,2012,Number,1743275,3651000
New York City,2012,Percent,0.21242,3651000
Bronx,2013,Number,425977,36005
Bronx,2013,Percent,0.30882,36005
Brooklyn,2013,Number,599001,36047
Brooklyn,2013,Percent,0.23293,36047
Manhattan,2013,Number,299254,36061
Manhattan,2013,Percent,0.18935,36061
Queens,2013,Number,347863,36081
Queens,2013,Percent,0.1532,36081
Staten Island,2013,Number,59539,36085
Staten Island,2013,Percent,0.12763,36085
Riverdale,2013,Number,16925,208
Riverdale,2013,Percent,0.15483,208
Williamsbridge,2013,Number,28298,212
Williamsbridge,2013,Percent,0.21135,212
Throgs Neck,2013,Number,11300,210
Throgs Neck,2013,Percent,0.09504,210
Pelham Parkway,2013,Number,24826,211
Pelham Parkway,2013,Percent,0.2116,211
Morrisania,2013,Number,33549.64968,203
Morrisania,2013,Percent,0.41895,203
East Tremont,2013,Number,35024.35032,206
East Tremont,2013,Percent,0.41895,206
Bedford Park,2013,Number,43879,207
Bedford Park,2013,Percent,0.35286,207
University Heights,2013,Number,57971,205
University Heights,2013,Percent,0.43107,205
Concourse/Highbridge,2013,Number,51250,204
Concourse/Highbridge,2013,Percent,0.37598,204
Unionport/Soundview,2013,Number,58107,209
Unionport/Soundview,2013,Percent,0.30602,209
Mott Haven,2013,Number,41277.18191,201
Mott Haven,2013,Percent,0.42875,201
Hunts Point,2013,Number,23569.81809,202
Hunts Point,2013,Percent,0.42875,202
Washington Heights,2013,Number,61972,112
Washington Heights,2013,Percent,0.28917,112
Manhattanville,2013,Number,28868,109
Manhattanville,2013,Percent,0.24079,109
Central Harlem,2013,Number,46271,110
Central Harlem,2013,Percent,0.31331,110
East Harlem,2013,Number,37587,111
East Harlem,2013,Percent,0.33903,111
Upper East Side,2013,Number,13452,108
Upper East Side,2013,Percent,0.0624,108
Upper West Side,2013,Number,19351,107
Upper West Side,2013,Percent,0.10938,107
Chelsea/Clinton,2013,Number,13144.38048,104
Chelsea/Clinton,2013,Percent,0.13691,104
Midtown Business District,2013,Number,6578.61952,105
Midtown Business District,2013,Percent,0.13691,105
Murray Hill/Stuyvesant,2013,Number,13325,106
Murray Hill/Stuyvesant,2013,Percent,0.09354,106
Lower East Side,2013,Number,46851,103
Lower East Side,2013,Percent,0.29904,103
Battery Park/Tribeca,2013,Number,4787.16513,101
Battery Park/Tribeca,2013,Percent,0.07797,101
Greenwich Village,2013,Number,7066.83487,102
Greenwich Village,2013,Percent,0.07797,102
Tottenville,2013,Number,10851,503
Tottenville,2013,Percent,0.06867,503
South Beach,2013,Number,16957,502
South Beach,2013,Percent,0.12603,502
St. George,2013,Number,31731,501
St. George,2013,Percent,0.18244,501
Williamsburg/Greenpoint,2013,Number,40474,301
Williamsburg/Greenpoint,2013,Percent,0.25998,301
Bushwick,2013,Number,36307,304
Bushwick,2013,Percent,0.25032,304
Bedford Stuyvesant,2013,Number,53153,303
Bedford Stuyvesant,2013,Percent,0.3737,303
Fort Greene/Brooklyn Hts,2013,Number,23516,302
Fort Greene/Brooklyn Hts,2013,Percent,0.18766,302
Park Slope,2013,Number,12605,306
Park Slope,2013,Percent,0.10907,306
Crown Heights North,2013,Number,34472,308
Crown Heights North,2013,Percent,0.27309,308
Brownsville,2013,Number,44718,316
Brownsville,2013,Percent,0.35325,316
East New York,2013,Number,46154,305
East New York,2013,Percent,0.29349,305
Canarsie,2013,Number,23691,318
Canarsie,2013,Percent,0.11768,318
East Flatbush,2013,Number,24213,317
East Flatbush,2013,Percent,0.18318,317
Crown Heights South,2013,Number,20513,309
Crown Heights South,2013,Percent,0.20023,309
Sunset Park,2013,Number,46530,307
Sunset Park,2013,Percent,0.30739,307
Bay Ridge,2013,Number,19710,310
Bay Ridge,2013,Percent,0.15504,310
Borough Park,2013,Number,54981,312
Borough Park,2013,Percent,0.34255,312
Flatbush/Midwood,2013,Number,36242,314
Flatbush/Midwood,2013,Percent,0.23146,314
Sheepshead Bay,2013,Number,24735,315
Sheepshead Bay,2013,Percent,0.15849,315
Bensonhurst,2013,Number,29754,311
Bensonhurst,2013,Percent,0.16121,311
Coney Island,2013,Number,27233,313
Coney Island,2013,Percent,0.25811,313
Astoria,2013,Number,33910,401
Astoria,2013,Percent,0.19033,401
Jackson Heights,2013,Number,39400,403
Jackson Heights,2013,Percent,0.20624,403
Flushing,2013,Number,41863,407
Flushing,2013,Percent,0.16936,407
Bayside,2013,Number,8328,411
Bayside,2013,Percent,0.07081,411
Queens Village,2013,Number,17427,413
Queens Village,2013,Percent,0.08887,413
Fresh Meadows/Briarwood,2013,Number,24723,408
Fresh Meadows/Briarwood,2013,Percent,0.16449,408
Elmhurst/Corona,2013,Number,30505,404
Elmhurst/Corona,2013,Percent,0.20381,404
Rego Park/Forest Hills,2013,Number,11175,406
Rego Park/Forest Hills,2013,Percent,0.09674,406
Sunnyside/Woodside,2013,Number,20391,402
Sunnyside/Woodside,2013,Percent,0.15415,402
Ridgewood/Glendale,2013,Number,21651,405
Ridgewood/Glendale,2013,Percent,0.13298,405
Woodhaven,2013,Number,25790,409
Woodhaven,2013,Percent,0.16319,409
Jamaica/St. Albans,2013,Number,39160,412
Jamaica/St. Albans,2013,Percent,0.16126,412
Howard Beach,2013,Number,12897,410
Howard Beach,2013,Percent,0.10639,410
The Rockaways,2013,Number,20643,414
The Rockaways,2013,Percent,0.19152,414
New York City,2013,Number,1731634,3651000
New York City,2013,Percent,0.20943,3651000
New York City,2014,Number,1746354,3651000
Bronx,2014,Number,442188,36005
Brooklyn,2014,Number,607856,36047
Manhattan,2014,Number,279428,36061
Queens,2014,Number,349127,36081
Staten Island,2014,Number,67755,36085
Riverdale,2014,Number,22755,208
Williamsbridge,2014,Number,25211,212
Throgs Neck,2014,Number,12886,210
Pelham Parkway,2014,Number,26630,211
Morrisania,2014,Number,36045.30056,203
East Tremont,2014,Number,37629.69944,206
Bedford Park,2014,Number,42196,207
University Heights,2014,Number,59898,205
Concourse/Highbridge,2014,Number,51830,204
Unionport/Soundview,2014,Number,56123,209
Mott Haven,2014,Number,45183.57797,201
Hunts Point,2014,Number,25800.42203,202
Washington Heights,2014,Number,53354,112
Manhattanville,2014,Number,31203,109
Central Harlem,2014,Number,38331,110
East Harlem,2014,Number,45782,111
Upper East Side,2014,Number,17834,108
Upper West Side,2014,Number,15854,107
Chelsea/Clinton,2014,Number,12725.18384,104
Midtown Business District,2014,Number,6368.81616,105
Murray Hill/Stuyvesant,2014,Number,14144,106
Lower East Side,2014,Number,31656,103
Battery Park/Tribeca,2014,Number,4917.20286,101
Greenwich Village,2014,Number,7258.79714,102
Tottenville,2014,Number,17504,503
South Beach,2014,Number,11213,502
St. George,2014,Number,39038,501
Williamsburg/Greenpoint,2014,Number,35552,301
Bushwick,2014,Number,36862,304
Bedford Stuyvesant,2014,Number,40108,303
Fort Greene/Brooklyn Hts,2014,Number,25902,302
Park Slope,2014,Number,11264,306
Crown Heights North,2014,Number,30963,308
Brownsville,2014,Number,46204,316
East New York,2014,Number,44447,305
Canarsie,2014,Number,27165,318
East Flatbush,2014,Number,26212,317
Crown Heights South,2014,Number,23534,309
Sunset Park,2014,Number,41418,307
Bay Ridge,2014,Number,28015,310
Borough Park,2014,Number,55550,312
Flatbush/Midwood,2014,Number,37484,314
Sheepshead Bay,2014,Number,24579,315
Bensonhurst,2014,Number,36777,311
Coney Island,2014,Number,35820,313
Astoria,2014,Number,31245,401
Jackson Heights,2014,Number,30825,403
Flushing,2014,Number,47811,407
Bayside,2014,Number,9617,411
Queens Village,2014,Number,16525,413
Fresh Meadows/Briarwood,2014,Number,22248,408
Elmhurst/Corona,2014,Number,31691,404
Rego Park/Forest Hills,2014,Number,12057,406
Sunnyside/Woodside,2014,Number,23566,402
Ridgewood/Glendale,2014,Number,22428,405
Woodhaven,2014,Number,21848,409
Jamaica/St. Albans,2014,Number,37643,412
Howard Beach,2014,Number,21243,410
The Rockaways,2014,Number,20380,414
New York City,2014,Percent,0.20908,3651000
Bronx,2014,Percent,0.31553,36005
Brooklyn,2014,Percent,0.234,36047
Manhattan,2014,Percent,0.17583,36061
Queens,2014,Percent,0.15202,36081
Staten Island,2014,Percent,0.14486,36085
Riverdale,2014,Percent,0.22473,208
Williamsbridge,2014,Percent,0.18906,212
Throgs Neck,2014,Percent,0.10993,210
Pelham Parkway,2014,Percent,0.20206,211
Morrisania,2014,Percent,0.44217,203
East Tremont,2014,Percent,0.44217,206
Bedford Park,2014,Percent,0.31451,207
University Heights,2014,Percent,0.45428,205
Concourse/Highbridge,2014,Percent,0.37297,204
Unionport/Soundview,2014,Percent,0.29789,209
Mott Haven,2014,Percent,0.44993,201
Hunts Point,2014,Percent,0.44993,202
Washington Heights,2014,Percent,0.24297,112
Manhattanville,2014,Percent,0.25943,109
Central Harlem,2014,Percent,0.29239,110
East Harlem,2014,Percent,0.36318,111
Upper East Side,2014,Percent,0.08118,108
Upper West Side,2014,Percent,0.0836,107
Chelsea/Clinton,2014,Percent,0.13027,104
Midtown Business District,2014,Percent,0.13027,105
Murray Hill/Stuyvesant,2014,Percent,0.10233,106
Lower East Side,2014,Percent,0.21812,103
Battery Park/Tribeca,2014,Percent,0.07962,101
Greenwich Village,2014,Percent,0.07962,102
Tottenville,2014,Percent,0.1028,503
South Beach,2014,Percent,0.09053,502
St. George,2014,Percent,0.22489,501
Williamsburg/Greenpoint,2014,Percent,0.23065,301
Bushwick,2014,Percent,0.27073,304
Bedford Stuyvesant,2014,Percent,0.30288,303
Fort Greene/Brooklyn Hts,2014,Percent,0.19394,302
Park Slope,2014,Percent,0.09064,306
Crown Heights North,2014,Percent,0.24639,308
Brownsville,2014,Percent,0.3859,316
East New York,2014,Percent,0.28704,305
Canarsie,2014,Percent,0.1293,318
East Flatbush,2014,Percent,0.19181,317
Crown Heights South,2014,Percent,0.21908,309
Sunset Park,2014,Percent,0.27574,307
Bay Ridge,2014,Percent,0.21845,310
Borough Park,2014,Percent,0.32738,312
Flatbush/Midwood,2014,Percent,0.20833,314
Sheepshead Bay,2014,Percent,0.17858,315
Bensonhurst,2014,Percent,0.19644,311
Coney Island,2014,Percent,0.32627,313
Astoria,2014,Percent,0.17129,401
Jackson Heights,2014,Percent,0.17076,403
Flushing,2014,Percent,0.18822,407
Bayside,2014,Percent,0.07986,411
Queens Village,2014,Percent,0.08668,413
Fresh Meadows/Briarwood,2014,Percent,0.14449,408
Elmhurst/Corona,2014,Percent,0.20605,404
Rego Park/Forest Hills,2014,Percent,0.11243,406
Sunnyside/Woodside,2014,Percent,0.15816,402
Ridgewood/Glendale,2014,Percent,0.13394,405
Woodhaven,2014,Percent,0.14494,409
Jamaica/St. Albans,2014,Percent,0.15148,412
Howard Beach,2014,Percent,0.15798,410
The Rockaways,2014,Percent,0.19724,414
Bronx,2015,Number,432177,36005
Brooklyn,2015,Number,582808,36047
Manhattan,2015,Number,280406,36061
Queens,2015,Number,318154,36081
Staten Island,2015,Number,67312,36085
New York City,2015,Number,1680857,3651000
Riverdale,2015,Number,18803,208
Williamsbridge,2015,Number,28452,212
Throgs Neck,2015,Number,13219,210
Pelham Parkway,2015,Number,30746,211
Morrisania,2015,Number,35276.20368,203
East Tremont,2015,Number,36826.79632,206
Bedford Park,2015,Number,42664,207
University Heights,2015,Number,54615,205
Concourse/Highbridge,2015,Number,54947,204
Unionport/Soundview,2015,Number,53790,209
Mott Haven,2015,Number,39998.38939,201
Hunts Point,2015,Number,22839.61061,202
Washington Heights,2015,Number,48582,112
Manhattanville,2015,Number,31270,109
Central Harlem,2015,Number,33470,110
East Harlem,2015,Number,44567,111
Upper East Side,2015,Number,9571,108
Upper West Side,2015,Number,21828,107
Chelsea/Clinton,2015,Number,13788.837,104
Midtown Business District,2015,Number,6901.163,105
Murray Hill/Stuyvesant,2015,Number,13605,106
Lower East Side,2015,Number,46056,103
Battery Park/Tribeca,2015,Number,4348.18686,101
Greenwich Village,2015,Number,6418.81314,102
Tottenville,2015,Number,12168,503
South Beach,2015,Number,18773,502
St. George,2015,Number,36371,501
Williamsburg/Greenpoint,2015,Number,38074,301
Bushwick,2015,Number,35267,304
Bedford Stuyvesant,2015,Number,50386,303
Fort Greene/Brooklyn Hts,2015,Number,20928,302
Park Slope,2015,Number,9852,306
Crown Heights North,2015,Number,31043,308
Brownsville,2015,Number,43876,316
East New York,2015,Number,44908,305
Canarsie,2015,Number,26310,318
East Flatbush,2015,Number,24078,317
Crown Heights South,2015,Number,22878,309
Sunset Park,2015,Number,46432,307
Bay Ridge,2015,Number,16985,310
Borough Park,2015,Number,48480,312
Flatbush/Midwood,2015,Number,35988,314
Sheepshead Bay,2015,Number,24134,315
Bensonhurst,2015,Number,37671,311
Coney Island,2015,Number,25518,313
